epoch,train_loss,val_recon_loss
0,0.27403902340177966,
1,0.204948311657396,
2,0.20416197260372512,
3,0.1998339321549612,
4,0.1984432701011954,
5,0.19702500093529243,
6,0.1983871675705485,
7,0.19510151553927488,
8,0.19712870065644195,
9,0.19421345617328284,
10,0.1962598002593936,
11,0.19668159933414775,
12,0.19594772776195415,
13,0.19694752562743714,
14,0.19484558492974774,
15,0.1964881087608313,
16,0.1954266511226125,
17,0.19379637407437536,
18,0.19383876977379388,
19,0.19445670051049943,0.2312407474024127
20,0.19463224792450134,
21,0.1940935473254012,
22,0.19433243515837284,
23,0.19686952506312888,
24,0.19532132004660202,
25,0.19080357573945406,
26,0.19333721359874154,
27,0.19354146406168246,
28,0.19281695559431275,
29,0.19410251695236178,
30,0.19432859680124823,
31,0.19407260190439587,
32,0.19159034618742896,
33,0.19539711372239596,
34,0.1926160742535846,
35,0.19403510004206165,
36,0.19227286031986315,
37,0.19379120162728483,
38,0.19407553003944514,
39,0.19142343210051685,0.24410263396272755
40,0.19332491058581355,
41,0.19369206905516656,
42,0.18988909523071526,
43,0.1924557422332788,
44,0.1900532686225027,
45,0.19170061910273767,
46,0.19051341649912695,
47,0.1915693112836236,
48,0.19326320146483017,
49,0.1901593975741748,
50,0.19074758322335988,
51,0.19102371937142681,
52,0.19188922116622972,
53,0.1915787922517034,
54,0.1897200417655115,
55,0.19326524796680034,
56,0.19137750638046944,
57,0.19139472548743242,
58,0.19016742133760572,
59,0.1916503989287005,0.24225645053266276
60,0.18838489101133274,
61,0.19222286263949998,
62,0.18972415950992938,
63,0.18880851612291263,
64,0.19047203000265223,
65,0.19008955497853933,
66,0.1906104374098717,
67,0.19021853853879692,
68,0.19173893556188384,
69,0.18976429874508738,
70,0.18895143903697115,
71,0.18967889249324799,
72,0.18941606909188302,
73,0.18887540607051995,
74,0.19063576434101465,
75,0.18899846552816663,
76,0.1888815522307658,
77,0.18865521115656117,
78,0.18971370416515657,
79,0.18911468751406246,0.26129628085728845
80,0.18916635177366,
81,0.18938469682031006,
82,0.19004721552816056,
83,0.18683604797485828,
84,0.1900255838954115,
85,0.18724776952321293,
86,0.1905770017066378,
87,0.18917543588931324,
88,0.1879427637004367,
89,0.18937895484932202,
90,0.18876646572851952,
91,0.18883916170694143,
92,0.1900758342698937,
93,0.1891522307621917,
94,0.18690423508181828,
95,0.18896930253384375,
96,0.18764365720384904,
97,0.1865927390090685,
98,0.18529788603764455,
99,0.18733391651063777,0.25996549909163
100,0.18583455169928892,
101,0.189884215934586,
102,0.18694200634046365,
103,0.18931080120362095,
104,0.18645220689721992,
105,0.18754367556887425,
106,0.18727915555845387,
107,0.1885144608735128,
108,0.18809332643604765,
109,0.18784639140728474,
110,0.18846539578592506,
111,0.18771339090346684,
112,0.18610368646283187,
113,0.18588719151098917,
114,0.1864848121545697,
115,0.18596392462347602,
116,0.18705151470866216,
117,0.1869566878138001,
118,0.187218519112536,
119,0.18889901125400727,0.2597343388831977
120,0.1844410872603494,
121,0.1868702708613175,
122,0.18753849633474082,
123,0.18623130705975394,
124,0.18598753750400082,
125,0.18588638715161623,
126,0.18557505829036994,
127,0.18696727863401555,
128,0.18604454075865468,
129,0.18519321281188014,
130,0.18696454593925985,
131,0.18550564528800756,
132,0.18601527502973572,
133,0.18657851943381262,
134,0.18759163512680063,
135,0.18422019815323615,
136,0.18597403035970742,
137,0.18602957163224088,
138,0.18537026914855603,
139,0.18601433690115998,0.2678579945455898
140,0.1861056440697068,
141,0.1868548014274687,
142,0.18487705927313738,
143,0.1858538550919552,
144,0.18302538198520815,
145,0.18564778896233508,
146,0.18622515617891122,
147,0.18494002733370124,
148,0.18407437622395484,
149,0.18474796566041068,
150,0.18508420363258163,
151,0.1844533202226532,
152,0.18549456392384062,
153,0.18336212773435293,
154,0.18516438122620715,
155,0.1846318467503589,
156,0.18662289698766996,
157,0.18588530630555772,
158,0.18477116521381542,
159,0.18495719373681163,0.26046308799825535
160,0.18509692154616195,
161,0.1860819112405219,
162,0.18546995899756144,
163,0.18501573785874073,
164,0.1840283479020189,
165,0.18333836002204254,
166,0.1836335658458353,
167,0.18519116164618776,
168,0.18453734447710388,
169,0.18346792489821068,
170,0.18396572910874853,
171,0.18516432052198561,
172,0.1840892650812637,
173,0.18397575213026454,
174,0.18555018902962445,
175,0.18382105667324164,
176,0.18453556557041392,
177,0.1835632153784349,
178,0.18500801556892976,
179,0.18350570739908073,0.2806083064789724
180,0.18477288169108577,
181,0.18362710287476922,
182,0.18327516950572115,
183,0.18449295729247062,
184,0.1850682669354759,
185,0.1834325317587258,
186,0.18483108191089775,
187,0.18338154631716605,
188,0.18292554960830218,
189,0.1850368239118246,
190,0.1832982173933631,
191,0.18366197411340612,
192,0.18226108682974604,
193,0.18139608647987132,
194,0.18290083534996626,
195,0.18416126830735582,
196,0.18103079003004627,
197,0.18364973834528572,
198,0.18190169008330231,
199,0.18454344491012223,0.2740410007912703
